Publication Type,Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Zhou, Q; Farkas, DK","Zhou, Quan; Farkas, David K.",,,QuikScan: Formatting Documents for Better Comprehension and Navigation,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Design: QuikScan is an innovative format that makes print and online documents more usable. QuikScan employs within-document summaries formatted as numbered list items. These numbers correspond to numbers placed in the body of the document where the summarized ideas are discussed in full. QuikScan enables readers to (1) read summaries instead of the detailed content, (2) use the summaries as previews, (3) navigate quickly to the place where a summarized idea is fully discussed in the body of the document, and (4) direct other individuals to locations in the document. QuikScan is nonproprietary; anyone is free to use it and adapt it to their needs. Requirements: QuikScanning requires the skills of a talented editor and takes practice to master. QuikScanners must choose among four kinds of summaries and three numbering systems, depending on the document's heading structure and other factors. Document elements such as graphics require special techniques. The list items that make up QuikScan summaries must be skillfully written, and target numbers must be placed with care. Results: Empirical studies have demonstrated that QuikScan improves comprehension and the ability to navigate quickly through a document. In addition, QuikScan is regarded positively by readers. A pilot study suggests the value of QuikScan for blind readers. Drawbacks and limitations: QuikScan requires extra work, makes documents longer, and increases both visual complexity and the number of short pages. It is not suitable for documents that do not much benefit from summarization or for documents with free-form layouts.",,,,,,,,,,,11,5,5,,,,,,,,,,,MAY,2010,57,2,,,,,197,209,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Dayton, D; Barnum, C","Dayton, David; Barnum, Carol",,,The Impact of Agile on User-centered Design: Two Surveys Tell the Story,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,Discusses the impact of an agile software development process on usability testing Reports opinions about usability testing within a company before and after a change to agile Presents strategies to incorporate usability testing into agile product development.,,,,,,,,,,,21,10,10,,,,,,,,,,,AUG,2009,56,3,,,,,219,234,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Coppola, NW; Elliot, N","Coppola, Nancy W.; Elliot, Norbert",,,A technology transfer model for program assessment in technical communication,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Offers a program assessment framework, centered on a student performance, that has proven effective in establishing and assessing core competencies Proposes a technology transfer model for the diffusion of program assessment knowledge.",,,,,,,,,,,56,9,9,,,,,,,,,,,NOV,2007,54,4,,,,,459,474,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Bekins, LK; Williams, SD","Bekins, Linn K.; Williams, Sean D.",,,Positioning technical communication for the creative economy,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Advocates focusing programs on rhetorical skills, management, conducting research, and product development. Argues that the future of the field lies in demonstrating that we are problem solvers who contribute to business success.",,,,,,,,,,,24,16,16,,,,,,,,,,,AUG,2006,53,3,,,,,287,295,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Clark, D; Andersen, R","Clark, D; Andersen, R",,,Renegotiating with technology: Training towards more sustainable technical communication,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,Suggests that one reason why we are undervalued by those in related fields is our field's approach to technology training Argues that new approaches will broaden our potential and ultimately create a more sustainable profession,,,,,,,,,,,42,11,11,,,,,,,,,,,AUG,2005,52,3,,,,,289,301,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Rainey, KT; Turner, RK; Dayton, D","Rainey, KT; Turner, RK; Dayton, D",,,Do curricula correspond to managerial expectations? Core communications for technical communications,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,Reports competencies from the 10 largest undergraduate programs and survey ratings of core competencies by 67 technical communication managers Compares managers' opinions with skills that technical communication programs stress,,,,,,,,,,,16,67,67,,,,,,,,,,,AUG,2005,52,3,,,,,323,352,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Dayley, C","Dayley, Chris",,,Increasing Inclusion in Technical Communication Academic Programs,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: Technical communication (TC) academic programs are responsible for training future technical communication practitioners. Increasing diversity in the field starts with increasing diversity in academic programs and helping students from diverse backgrounds to graduate. Previous research has shown a lack of diversity in technical communication academic programs and a lack of inclusive practices in higher education in general. This study seeks to show how technical communication program administrators can increase support for students from underrepresented racial and ethnic backgrounds through better inclusion.Method: I conducted qualitative interviews with undergraduate students, graduate students, and pre-tenured faculty members regarding their experiences in technical communication academic programs. Interviews were recorded, transcribed, and coded for emerging themes.Results: Interview participants identified several areas where TC academic programs can increase inclusion, including focusing on inclusion rather than simply increasing diversity, problems with microaggressions, lack of representation, and the complications brought about by intersectionality.Conclusion: TC academic programs, like higher education in general, are interested in increasing diversity. However, rather than focusing on simply increasing the number of students from diverse backgrounds, TC programs should focus on increasing program inclusiveness. This includes actively including diverse voices in program decision making and being willing to make changes based on the thoughts, ideas, and opinions of traditionally marginalized people. These recommendations can also be used by practitioners to begin increasing inclusion in the workplace.",,,,,,,,,,,31,0,0,,,,,,,,,,,FEB,2023,70,1,,,,,41,53,,10.55177/tc963195,http://dx.doi.org/10.55177/tc963195,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Rantakokko, S","Rantakokko, Satu",,,Creating a Model for Developing and Evaluating Technical Instructions that use Extended Reality,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: Extended reality (XR) is an umbrella term for the many ways that we can now design 3D, interactive, and real-time environments as in combining virtual and real elements, and experience immersion in a completely virtual reality (VR). The use of XR is increasing in popularity across a range of industries. Although researchers are becoming increasingly interested in the benefits and challenges of using XR to convey technical instructions, more comprehensive research is required. I aim to address this need in the present article by introducing an affordance model of Technical Instructions in Extended Reality, the TIER model. Two earlier categorizations, the affordances of technical instructions, and the phases of data handling in XR, formed the point of departure for this article. The analysis utilized a four-category model of affordances by Rantakokko and Nuopponen (2019) that comprised: accessing, finding, understanding, and relying on. Data handling in XR drew on a phase-based model by Rantakokko (2022) featuring: collection, processing, storage, transfer, combining, and presentation. Methods: The two sets of categorizations were combined into a holistic model with an iterative process in order to offer a tool for analyzing and describing the possibilities and challenges that XR brings to designing technical instructions. The iterative process was conducted by adding examples from existing research into matrix tables to understand how the affordances of technical instructions and the phases of data handling in XR are connected. Results: The TIER model is introduced with examples to illustrate how it can be used to view every phase of XR data handling in terms of the affordances of technical instructions based on the laws, regulations, principles of good guidance, and the design process. Conclusion: The TIER model can be used as a tool for an organized, step-by-step design process as well as testing XR-based technical instructions to ensure that the features of XR support the intended affordances of technical instructions.",,,,,,,,,,,27,0,0,,,,,,,,,,,AUG,2022,69,3,,,,,24,39,,10.55177/tc001245,http://dx.doi.org/10.55177/tc001245,,,,,,,,,,,,,,View Full Record in Web of Science
J,"van der Meij, H; Hopfner, C","van der Meij, Hans; Hopfner, Constanze",,,Eleven Guidelines for the Design of Instructional Videos for Software Training,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: Video is a popular medium for instructing people how to use software. In 2013, van der Meij and van der Meij proposed eight guidelines for the design of instructional videos for software training. Since then, production techniques and video features evolved, and new insights about characteristics of effective video instructions emerged.Methods: Based on recent study outcomes and our reflections on instructional video designs, the original set of eight guidelines was restructured, updated, and extended.Results: A new framework with 11 guidelines was constructed. For these guidelines the article provides scientifically-based advice for the design of instructional videos for software training.Conclusion: The new framework and the illustrations of how the guidelines were applied in videos should provide useful insights for further practice and research on instructional video design.",,,,,,,,,,,108,0,0,,,,,,,,,,,AUG,2022,69,3,,,,,5,23,,10.55177/tc786532,http://dx.doi.org/10.55177/tc786532,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Sentell, E","Sentell, Eric",,,Using Schema for Analyzing Audiences: Complexity and Simplicity Balance,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: This paper builds on a primary study (Sentell, 2016) that demonstrated how information can be presented more memorably through engaging an audience's collective (self)schema. It analyzes real-world examples of these strategies and theorizes implications for audience analysis. Method: An Uncle Sam poster promoting handwashing in a VA hospital and JFK's man on the moon speech are analyzed as notable examples of memorable communication. Each example illustrates (self)schema's influence on attention and recall as well as the strategies of engaging (self)schema: tapping the familiar, bridging to the unfamiliar, conveying practical value, and arousing emotions. I discuss how (self) schema can be used as a framework for analyzing audiences and developing personas. Results: Using (self)schema as a framework for audience analysis is an intuitive, holistic alternative to more time- and resource-intensive methods. It can balance the competing needs for complex, multidimensional representations of audience and limited, simple distillations of those representations that can be useful during composing. Analyzing an audience's (self)schema can clearly organize a variety of dimensions and generate insights into likely emotional predispositions. Understanding the audience's (self) schema facilitates using familiarity, unfamiliarity, practical value, and emotions to enhance information's memorableness. Conclusion: Technical communicators can use the concept of (self)schema to analyze audiences, craft personas, and engage the audience's (self)schema to make information more memorable, persuasive, and effective.",,,,,,,,,,,33,0,0,,,,,,,,,,,FEB,2021,68,1,,,,,73,85,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Rosselot-Merritt, J","Rosselot-Merritt, Jeremy",,,Fertile Grounds: What Interviews of Working Professionals Can Tell Us about Perceptions of Technical Communication and the Viability of Technical Communication as a Field,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: In this paper, I discuss contemporary perspectives on the professionalization and legitimacy of technical and professional communication (TPC) as a field and describe results of an interview-based pilot study based in modified grounded theory. The purpose is to study perceptions of TPC and communication practice, particularly as those perceptions relate to professionalization and legitimacy of TPC as a field. Method: The method of data collection is the semi-structured interview. In the study, I interviewed 14 participants in diverse industries about formal communications produced by their organizations, their perceptions of technical communication practice, and the possibility that their organizations will hire a technical communicator in the future. I then used a modified grounded theory approach to data analysis: one cycle of structural coding, a second cycle of pattern coding. Results: Analysis of data suggests that, despite the importance of communication in organizations, perceptions of TPC as a field are variable and, though participants demonstrate a basic understanding of TPC practice, their perceptions are often incomplete, not reflecting the range of capabilities that TPC professionals often possess. Conclusions: This pilot study suggests that challenges to the professionalization and legitimacy of TPC continue to exist. Addressing these challenges will require continuing alignment of academic and practical perspectives on the field, as well as continued work to promote TPC's value in a range of workplace settings.",,,,,,,,,,,65,0,0,,,,,,,,,,,FEB,2020,67,1,,,,,38,62,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Petersen, EJ","Petersen, Emily January",,,Articulating Value Amid Persistent Misconceptions about Technical and Professional Communication in the Workplace,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: The current conditions of technical and professional communication (TPC) practice reveal that the field has work left to accomplish in terms of proving value across disciplines. This article suggests that articulating the value of TPC is an ongoing process, particularly for practitioners, who have found ways to combat stereotypes. Method: Findings are based on 39 qualitative, semistructured interviews with female practitioners of TPC. Participants were solicited across the United States and varied in age, class, industry, organization, ethnicity, socioeconomic background, sexual orientation, and marital/family status. This article uses feminist research methodologies, with data from semistructured interviews analyzed through feminist content analysis. Results: The data suggests that TPC is still considered to be expendable in workplaces. Participants highlighted the misconceptions and mischaracterizations of their work, including the myths that TPC work is cosmetic, secretarial, unarticulated, unnecessary, invisible, and unquantifiable. However, practitioners are moving forward despite these misconceptions. They face a host of pressures, but these conflicts are opportunities to prove value and change misconceptions. Conclusion: Devaluation continues to permeate the profession, but practitioners have become skilled at combatting it. They know that educating others on the value of TPC is an ongoing project, highlighting the ability of practitioners to be an integral part of an expanding knowledge economy, all-edge adhocracies, and unique and networked organizations. Practitioners and scholars must continue to challenge and change stereotypes about TPC.",,,,,,,,,,,21,5,5,,,,,,,,,,,AUG,2017,64,3,,,,,210,222,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Kostelnick, C","Kostelnick, Charles",,,The Re-Emergence of Emotional Appeals in Interactive Data Visualization,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: I argue that emotional appeals, prevalent in charts and graphs during the later nineteenth century but largely dormant since then, have rapidly re-emerged in contemporary data visualization. Changing the relationship between designer and user, this new form of data design has intensified the affective impact of data displays by eliciting emotions ranging from excitement and empathy to anxiety and fear. Methods: This article draws on historical and contemporary sources to build its case. It gives an overview of emotional appeals in the rhetorical tradition, from Aristotle to modern theorists like George Campbell, who emphasized sensory responses through personalization and proximity. The article provides an historical overview of pathos appeals in data design during the later nineteenth century and the shift to modernist minimalism in the twentieth century. Contemporary examples from companies, nonprofits, government agencies, and individual designers illustrate how data visualization arouses emotion. Results: Emotional appeals during the nineteenth century focused primarily on color and design novelty, which, by appealing largely to the senses, fostered emotional responses such as excitement and curiosity. Contemporary data visualization makes similar emotional appeals through the use of color, novelty, and multimodal features; however, digital technology also allows designers to appeal to the emotions by personalizing displays through interactivity, spatial and temporal proximity, and aesthetic and expressive elements. Conclusion: Pathos (emotional) appeals have become an integral part of contemporary data visualization, largely because of the multimodal and interactive affordances of digital technology. Designers who understand this dimension of data design can deploy technology to make their displays more engaging, humane, and usable.",,,,,,,,,,,64,20,20,,,,,,,,,,,MAY,2016,63,2,,,,,116,135,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Walwema, J","Walwema, Josephine",,,Tailoring Information and Communication Design to Diverse International and Intercultural Audiences: How Culturally Sensitive ICD Improves Online Market Penetration,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: The chronicle of a global approach to information communication design (ICD) does not always translate when applied to cultures in countries around the world. In this study, I wanted to know if the designers of Souq.com relied solely on the universal principles of ICD to build a uniquely Arabized and successful site. Equally, I wanted to discover what other dimensions are in play when it comes to designing content for target users. Method: I reviewed the literature and developed a framework based on key indicators of ICD. I then analyzed the layout and Web content of Souq.com by examining interface and content, focusing on the homepage. Results: The principles of ICD, while foundational, require additional knowledge in order to meet the needs of local users and to build a sense of ownership of those principles. The process of designing for local users can benefit from insider knowledge and singular interpretation of a people's culture, language, and traditions. Conclusion: ICD is invaluable for the basic framework it offers. However, its principles are in themselves insufficient when it comes to designing not globally but locally.",,,,,,,,,,,65,8,8,,,,,,,,,,,FEB,2016,63,1,,,,,38,52,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"van der Meij, H","van der Meij, Hans",,,Developing and Testing a Video Tutorial for Software Training,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: Video tutorials for software training are rapidly becoming popular. A set of dedicated guidelines for the construction of such tutorials was recently advanced in Technical Communication (Van der Meij & Van der Meij, 2013). The present study set out to assess the cognitive and motivational effects of a video tutorial based on these guidelines. Method: Participants were 65 students (mean age 12.0 years) from elementary school. The procedure was as follows. First, students completed a pre-test. Next, they viewed videos and completed practice tasks. Finally, students completed a post-test and retention-test. Results: The pre-test revealed low scores on task relevance, and low initial task performance. During training, students reported positive mood states, high flow, and significantly higher task relevance than in pre-testing. Task performance rose significantly during training, and was also substantially higher on the post-test and retention-test than in pre-testing. Only cognitive factors significantly predicted task performance. Conclusion: The effectiveness of the video tutorial attests to the quality of the design guidelines on which it was based. The critical contribution of specific guidelines are a potential area for further research.",,,,,,,,,,,45,15,15,,,,,,,,,,,MAY,2014,61,2,,,,,110,122,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Maat, HP; Lentz, L","Maat, Henk Pander; Lentz, Leo",,,Using Sorting Data to Evaluate Text Structure: An Evidence-based Proposal for Restructuring Patient Information Leaflets,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: This paper assesses the text structure imposed on patient information leaflets in the European Union (EU). It proposes an alternative structure based on reader-oriented research. Method: Two card-sorting studies were used to identify reader expectations. In a closed card-sorting study, participants were provided with scenario questions on medication use and were asked under which of the template headings they expected to find information on each question. In an open sorting task, the schemata of patient information leaflet readers were explored. In this study, participants sorted a large set of sentences that can be found in actual patient information leaflets. Results: The closed card-sorting study reveals that users provided with the EU template structure do not always look at the correct section when searching information about patient situations. The results of the open card-sorting study indicate that readers prefer the following structure: goal of the medicine - directions for use - potential problems - packaging and storage. Conclusion: Card-sorting data help to evaluate and design text structures for genres such as patient information leaflets. The European template does not match users' expectations concerning the leaflet's structure. There is a mismatch between the wording of headings and reader interpretations. A second mismatch has to do with classifying and grouping information. Patient information presented in the alternative format may be expected to improve reading performance.",,,,,,,,,,,18,2,2,,,,,,,,,,,AUG,2011,58,3,,,,,197,216,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Mckee, HA; Porter, JE","McKee, Heidi A.; Porter, James E.",,,Legal and Regulatory Issues for Technical Communicators Conducting Global Internet Research,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: This article discusses the ethical and regulatory issues that technical communicators need to consider when conducting Internet research. Method: We open by considering how technical communicators live, work, and do research in global contexts where distributed networks for the design, development, and distribution of documents, interfaces, and technologies span cultural and geographic borders. By drawing on published case work and interviews with technical communicators who work in global contexts, we examine the key legal and ethical issues technical communicators face when they are conducting Internet research. We propose heuristics for technical communicators to use when addressing these issues. Results: Key legal and regulatory issues that technical communicators face when conducting Internet research include the diversity of legal regimes, the variability of privacy laws and cultural differences, the impact of government surveillance on research risks, and the complexity of intellectual property in a global world. Conclusion: Technical communicators need to be aware of the potential legal and regulatory challenges they may encounter when conducting Internet research that spans cultural and geographic borders. By consulting precedent cases, seeking advice from diverse audiences (e.g., focal participants, corporate legal), and remaining flexible in research design, technical communicators can successfully meet these challenges.",,,,,,,,,,,48,2,2,,,,,,,,,,,AUG,2010,57,3,,,,,282,299,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,[Anonymous],[Anonymous],,,Color: The Newest Tool for Technical Communicators-Redux,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,Discusses color properties and color systems Re-examines and supports Jan V. White's advice to technical communicators to use color to increase document usability Discusses what technical communicators should know about color to work effectively with professional printers,,,,,,,,,,,24,2,2,,,,,,,,,,,FEB,2009,56,1,,,,,3,13,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Malone, EA","Malone, Edward A.",,,The use of playing cards to communicate technical and scientific information,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,,,,,,,,,,,,33,2,2,,,,,,,,,,,FEB,2008,55,1,,,,,49,60,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Ding, DD","Ding, Daniel D.",,,When Traditional Chinese Culture Meets a Technical Communication Program in a Chinese University: Report on Teaching Technical Communication in China,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: This article examines specific manifestations of the generalizations identified by literature in pedagogy in a Chinese university. Method: Five open questions were asked of the university's five technical communication instructors in a 90-minute focus-group interview session to identify the important areas in pedagogy as conditioned by Chinese culture. The 300 students were surveyed to reveal their understanding of technical communication as it existed in China. Features as conditioned by Chinese culture and as manifested in the 300 students were also identified through my teaching and observing their performance in class. Results: The five instructors taught the same lessons and the same course content determined by the university. They focused on teaching professional terms and phrases. They administered examinations throughout a semester to help students memorize the terms. The 300 students generally thought that technical communication was about science and technology. The general audience of technical communication, for them, was basically their country, and the purpose was to serve their country and society. In class, these students often studied through collaboration in groups; they memorized almost everything from their professor; and they preferred a broad thinking style to tackling broad issues. Conclusions: Technical communication pedagogy is governed by Confucianism and the test-oriented Chinese society. In class, students were motivated by the collectivism Chinese culture stresses. Students' rote learning approach was influenced by their traditional way of learning, and the broad thinking style was a textual mechanism for students to complete assignments while upholding patriotism.",,,,,,,,,,,45,2,3,,,,,,,,,,,FEB,2011,58,1,,,,,34,51,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Larson, J; Birge, C; Huang, YM; Sattler, B; Turns, J; Yellin, JMH","Larson, Jerrod; Birge, Colin; Huang, Yi-Min; Sattler, Brook; Turns, Jennifer; Yellin, Jessica M. H.",,,Directed Research Groups as a Means of Training Students to Become Technical Communication Researchers,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Describes the activities of a university directed research group, highlighting interesting tensions that emerged therein Asserts that actively exploring such tensions with students creates a rich learning environment",,,,,,,,,,,9,1,1,,,,,,,,,,,MAY,2009,56,2,,,,,172,177,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Mackiewicz, J","Mackiewicz, Jo",,,Audience perceptions of fonts in projected powerpoint text slides,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Reports a study that examined perceptions of 10 common fonts in projected slides Found significant differences in terms of professional appearance, attractiveness, and reeding comfort.",,,,,,,,,,,39,11,11,,,,,,,,,,,AUG,2007,54,3,,,,,295,307,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Zhu, PF; St Amant, K","Zhu, Pinfan; St. Amant, Kirk",,,Taking traditional Chinese medicine international and online: An examination of the cultural rhetorical factors affecting American perceptions of Chinese-created Web sites,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,Reports results of an investigation of cultural rhetorical factors that cause problems for American users of Chinese-created Web sites Examines the underlying cultural factors that could contribute to such communication differences.,,,,,,,,,,,69,10,10,,,,,,,,,,,MAY,2007,54,2,,,,,171,186,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Roy, D","Roy, Debopriyo",,,Using graphic indicators to facilitate mechanical reasoning in procedural graphics,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,Argues that illustrators help readers with mental animation by providing graphic frames for major substasks. Cautions that illustrators need to consider multiple graphic variables before implementing the design guidelines provided in this article.,,,,,,,,,,,50,0,0,,,,,,,,,,,NOV,2006,53,4,,,,,447,463,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Acharya, KR","Acharya, Keshab Raj",,,Exploring Localized Usability Implementation in mHealth App Design for Healthcare Practitioners in the Global South Context: A Case Study,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: This study was designed to better understand how mobile health applications (mHealth apps) designed in the Global North (GN) are perceived as usable, empowering, and persuasive by users, particularly healthcare practitioners, in the context of a Global South (GS) country.Method: This article employed an online survey of users of a mHealth app that was designed and developed in the GN for global use. Survey participants included healthcare practitioners from a GS country and the survey was administered by snowball sampling method.Results: Eighty-three survey responses from healthcare practitioners in Nepal were coded into three broad categories: user experience and mHealth apps, localized usability and mHealth apps, and persuasive design and mHealth apps. Their relationships and connections are examined within these categories.Conclusion: From a user empowerment perspective, understanding the interest, motivation, and concerns of end-users is vital to the development and implementation of mHealth apps, especially in the low- and middle-income healthcare contexts in which healthcare practitioners have limited resources. Culturally sustaining localized UX approaches should be adopted to create usable, empowering, and persuasive mHealth apps for use in resource-constrained cultural settings in the GS.",,,,,,,,,,,86,0,0,,,,,,,,,,,NOV,2022,69,4,,,,,44,63,,10.55177/tc885177,http://dx.doi.org/10.55177/tc885177,,,,,,,,,,,,,,View Full Record in Web of Science
J,"St Amant, K","St Amant, Kirk",,,"Context, Cognition, and the Dynamics of Design Thinking: Cognitive Methods for Understanding the Situational Variables Affecting Usable Design",TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: Design thinking is a process for identifying solutions to problems in certain contexts. The better one understands contextual factors affecting use and interaction, the more effectively one can use design thinking to address issues at the context and greater systems levels. This article examines how the cognitive science concepts of scripts and prototypes can help realize the potential of design thinking in different settings. Method: This article compares design thinking approaches for understanding context to concepts of context as examined in the cognitive mechanisms of prototypes and scripts. Through this comparison, the author explains how to integrate scripts and prototypes into design thinking processes in order to enhance understandings of context and the success of design thinking approaches to context-related problems. Results: The article reveals that prototypes and scripts can expand design thinking approaches and enhance the development of design solutions for addressing problems at local and greater systems levels. Conclusions: Technical communicators can use the approach presented here to enhance design thinking processes in order to better address problems in or design products for specific contexts.",,,,,,,,,,,34,0,0,,,,,,,,,,,FEB,2022,69,1,,,,,27,39,,10.55177/tc796562,http://dx.doi.org/10.55177/tc796562,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Stephens, SH","Stephens, Sonia H.",,,Using Interface Rhetoric to Understand Audience Agency in Natural History Apps,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: A wide array of apps is increasingly being developed to provide information about natural history and science for users of mobile devices. This article discusses how a better understanding of audiences' agency as they use natural history apps-i.e., their ability to take meaningful action-can help technical communicators develop more effective products. Method: I use interface rhetoric to examine key considerations of audience agency for natural history apps, focusing on five bird identification guide apps, part of a technical genre associated with historically established-though evolving-use practices. I analyze and discuss how the rhetorical choices of developers may empower audiences to understand nature or frame their interactions with nature in certain ways. Results: I identify three overlapping ways these apps function as interfaces for users: 1) to frame their audience's experience of and relations to a body of natural history knowledge, 2) to model the conventions and practices of the birding community, and 3) to frame their audience's understanding of the natural world as a whole. Conclusion: Approaching natural history guide app design with an awareness of the diverse ways in which these texts function as interfaces can help technical communicators facilitate different types of audience agency during the apps' ultimate situated use.",,,,,,,,,,,32,1,1,,,,,,,,,,,AUG,2018,65,3,,,,,280,292,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"Stanton, R","Stanton, Rhonda",,,Do Technical/Professional Writing (TPW) Programs Offer What Students Need for Their Start in the Workplace? A Comparison of Requirements in Program Curricula and Job Ads in Industry,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: This small-scale study investigates the skills and experiences most sought-after by recruiters and hiring managers in entry-level technical writers in the work place. The purpose is to learn whether academic programs offer the course work and opportunities students need. Additionally, I discuss job-ad requirements for entry-level technical writers in the workplace and compare technical/professional academic program offerings with those job-ad requirements. Method: Recruiters and hiring managers were surveyed to learn their top priorities for skills and experiences. Data from job ads of three job boards was gathered and analyzed, and this data was compared to academic program requirements across the United States. Results: While technical and professional writing programs are ever-changing and substantially different, there are similarities, and the programs seem to be preparing students well for the workplace. Conclusion: Most programs require core courses that are similar in name and description and require additional study in an area of expertise or a minor. These core curricula align well to the requirements in entry-level job ads in the industry. More research is needed to learn the best ways students learn in university courses. Additionally, we need to investigate the consistency of internship requirements among programs and encourage industries to consider internship experience as legitimate industry experience.",,,,,,,,,,,11,7,7,,,,,,,,,,,AUG,2017,64,3,,,,,223,+,,,,,,,,,,,,,,,,,View Full Record in Web of Science
J,"de Jong, MDT; Yang, BY; Karreman, J","de Jong, Menno D. T.; Yang, Bingying; Karreman, Joyce",,,The Image of User Instructions: Comparing Users' Expectations of and Experiences with an Official and a Commercial Software Manual,TECHNICAL COMMUNICATION,,,,Article,,,,,,,,"Purpose: The market for (paid-for) commercial software manuals is flourishing, while (free) official manuals are often assumed to be neglected by users. To investigate differences in user perceptions of commercial and official manuals, we conducted two studies: one focusing on user expectations and one on user experiences. Method: The first study was an online experiment, in which two groups of participants answered questions about their expectations of a (commercial or official) manual. The second study was a 2x2 experiment, with perceived source (commercial or official) and the actual content of the instructions (commercial or official) as independent variables, and task performance and users' judgments as dependent variables. Results: The first study showed that users have different expectations of commercial and official manuals, and overall think more positively about a commercial manual. The second study showed that perceived source had a significant effect on task performance: Participants worked better when they thought they used a commercial manual. No differences were found regarding participants' judgments of the manual. Conclusion: Our research indicates a potential image problem of official user manuals. Even though we found no evidence for a lower quality of the official manual's content, users' relatively negative expectations of an official manual may discourage them from using the official user instructions. The second study showed that the perceived source (commercial/official) may even affect the actual task performance of users.",,,,,,,,,,,36,3,3,,,,,,,,,,,FEB,2017,64,1,,,,,38,49,,,,,,,,,,,,,,,,,View Full Record in Web of Science
